ElectricStorage.size_kw,ElectricStorage.size_kwh,ElectricStorage.initial_capital_cost,ElectricUtility.lifecycle_emissions_tonnes_PM25,ElectricUtility.lifecycle_emissions_tonnes_SO2,ElectricUtility.lifecycle_emissions_tonnes_NOx,ElectricUtility.lifecycle_emissions_tonnes_CO2,ElectricTariff.lifecycle_fixed_cost_after_tax,ElectricTariff.lifecycle_energy_cost_after_tax,Site.total_renewable_energy_fraction,Site.annual_emissions_tonnes_PM25,PV.size_kw,PV.annual_energy_produced_kwh,PV.lcoe_per_kwh,PV.lifecycle_om_cost_after_tax,Financial.lcc,Financial.lifecycle_om_costs_after_tax,Financial.lifecycle_capital_costs_plus_om_after_tax,Financial.lifecycle_emissions_cost_health,Financial.lifecycle_outage_cost,Financial.initial_capital_costs_after_incentives,Financial.lifecycle_storage_capital_costs,Financial.lifecycle_om_costs_before_tax,Financial.lifecycle_emissions_cost_climate,Financial.lifecycle_fuel_costs_after_tax,Financial.lifecycle_capital_costs,Financial.replacements_future_cost_after_tax,Financial.developer_om_and_replacement_present_cost_after_tax
139.98,193.07,145528.0,2.28,24.38,24.38,35862.19,50593.04,1618184.62,0.194933,0.11,452.8502,573346.97,0.0906,228313.0,3895996.296,228313.4723,634470.4826,64.69,0.0,366213.7943,146568.124,285391.8404,1202927.97,0.0,406157.0102,108795.2616,268256.6883
140.03,193.14,145580.5,2.28,24.39,24.39,35874.92,50593.04,1618759.26,0.194933,0.11,453.0111,573550.13,0.0906,228395.0,3897361.8511,228394.5495,634695.7917,64.72,0.0,366343.8418,146620.1723,285493.1869,1203355.15,0.0,406301.2421,108833.8963,268351.9499
140.08,193.21,145633.0,2.28,24.4,24.4,35887.66,50593.04,1619333.9,0.194933,0.11,453.1719,573754.24,0.0906,228476.0,3898727.4063,228475.6268,634921.1008,64.74,0.0,366473.8893,146672.2207,285594.5335,1203782.33,0.0,406445.474,108872.531,268447.2115
140.13,193.27,145680.5,2.28,24.41,24.41,35900.39,50593.04,1619908.54,0.194933,0.11,453.3327,573957.4,0.0906,228557.0,3900092.9614,228556.704,635146.4099,64.76,0.0,366603.9368,146724.269,285695.88,1204209.5,0.0,406589.7059,108911.1656,268542.4731
103.49,142.74,107591.5,1.68,18.03,18.03,26514.58,50593.04,1196399.28,0.194933,0.08,334.8133,423901.66,0.0906,168803.0,2893678.828,168802.7874,469093.5883,47.83,0.0,270758.9204,108364.6428,211003.4843,889380.7,0.0,300290.8009,80437.4058,198334.668
140.18,193.34,145733.0,2.28,24.42,24.42,35913.13,50593.04,1620483.18,0.194933,0.11,453.4935,574161.5,0.0906,228638.0,3901458.5165,228637.7812,635371.719,64.78,0.0,366733.9843,146776.3174,285797.2265,1204636.68,0.0,406733.9378,108949.8003,268637.7347
140.23,193.41,145785.5,2.28,24.43,24.43,35925.86,50593.04,1621057.82,0.194933,0.11,453.6543,574364.67,0.0906,228719.0,3902824.0717,228718.8585,635597.0282,64.81,0.0,366864.0319,146828.3657,285898.5731,1205063.85,0.0,406878.1697,108988.435,268732.9963
140.28,193.48,145838.0,2.28,24.44,24.44,35938.6,50593.04,1621632.46,0.194933,0.11,453.8151,574568.77,0.0906,228800.0,3904189.6268,228799.9357,635822.3373,64.83,0.0,366994.0794,146880.414,285999.9196,1205491.03,0.0,407022.4016,109027.0697,268828.2579
140.33,193.55,145890.5,2.28,24.44,24.44,35951.33,50593.04,1622207.1,0.194933,0.11,453.9759,574771.94,0.0906,228881.0,3905555.1819,228881.0129,636047.6464,64.85,0.0,367124.1269,146932.4624,286101.2661,1205918.21,0.0,407166.6335,109065.7044,268923.5195
140.38,193.62,145943.0,2.29,24.45,24.45,35964.07,50593.04,1622781.74,0.194933,0.11,454.1368,574976.04,0.0906,228962.0,3906920.7371,228962.0901,636272.9555,64.88,0.0,367254.1744,146984.5107,286202.6127,1206345.38,0.0,407310.8654,109104.3391,269018.7811
140.42,193.69,145992.0,2.29,24.46,24.46,35976.8,50593.04,1623356.38,0.194933,0.11,454.2976,575179.21,0.0906,229043.0,3908286.2922,229043.1674,636498.2646,64.9,0.0,367384.2219,147036.5591,286303.9592,1206772.56,0.0,407455.0973,109142.9737,269114.0427
140.47,193.75,146039.5,2.29,24.47,24.47,35989.54,50593.04,1623931.02,0.194933,0.11,454.4584,575383.31,0.0906,229124.0,3909651.8473,229124.2446,636723.5738,64.92,0.0,367514.2694,147088.6074,286405.3057,1207199.73,0.0,407599.3292,109181.6084,269209.3043
140.52,193.82,146092.0,2.29,24.48,24.48,36002.27,50593.04,1624505.66,0.194933,0.11,454.6192,575586.48,0.0906,229205.0,3911017.4025,229205.3218,636948.8829,64.95,0.0,367644.3169,147140.6557,286506.6523,1207626.91,0.0,407743.5611,109220.2431,269304.566
140.57,193.89,146144.5,2.29,24.49,24.49,36015.01,50593.04,1625080.29,0.194933,0.11,454.78,575789.64,0.0906,229286.0,3912382.9576,229286.3991,637174.192,64.97,0.0,367774.3644,147192.7041,286607.9988,1208054.09,0.0,407887.793,109258.8778,269399.8276
140.62,193.96,146197.0,2.29,24.5,24.5,36027.74,50593.04,1625654.93,0.194933,0.11,454.9408,575993.75,0.0906,229367.0,3913748.5127,229367.4763,637399.5011,64.99,0.0,367904.412,147244.7524,286709.3453,1208481.26,0.0,408032.0248,109297.5125,269495.0892
103.54,142.81,107644.0,1.69,18.04,18.04,26527.32,50593.04,1196973.92,0.194933,0.08,334.9741,424105.76,0.0906,168884.0,2895044.3831,168883.8646,469318.8974,47.85,0.0,270888.9679,108416.6912,211104.8308,889807.87,0.0,300435.0328,80476.0405,198429.9296
140.67,194.03,146249.5,2.29,24.5,24.5,36040.48,50593.04,1626229.57,0.194933,0.11,455.1016,576196.91,0.0906,229449.0,3915114.0679,229448.5535,637624.8102,65.01,0.0,368034.4595,147296.8008,286810.6919,1208908.44,0.0,408176.2567,109336.1471,269590.3508
140.72,194.1,146302.0,2.29,24.51,24.51,36053.21,50593.04,1626804.21,0.194933,0.11,455.2624,576401.02,0.0906,229530.0,3916479.623,229529.6307,637850.1194,65.04,0.0,368164.507,147348.8491,286912.0384,1209335.62,0.0,408320.4886,109374.7818,269685.6124
140.77,194.17,146354.5,2.29,24.52,24.52,36065.95,50593.04,1627378.85,0.194933,0.11,455.4233,576604.18,0.0906,229611.0,3917845.1781,229610.708,638075.4285,65.06,0.0,368294.5545,147400.8974,287013.385,1209762.79,0.0,408464.7205,109413.4165,269780.874
140.82,194.23,146402.0,2.29,24.53,24.53,36078.68,50593.04,1627953.49,0.194933,0.11,455.5841,576808.29,0.0906,229692.0,3919210.7333,229691.7852,638300.7376,65.08,0.0,368424.602,147452.9458,287114.7315,1210189.97,0.0,408608.9524,109452.0512,269876.1356
140.87,194.3,146454.5,2.29,24.54,24.54,36091.42,50593.04,1628528.13,0.194933,0.11,455.7449,577011.45,0.0906,229773.0,3920576.2884,229772.8624,638526.0467,65.11,0.0,368554.6495,147504.9941,287216.078,1210617.14,0.0,408753.1843,109490.6859,269971.3972
140.92,194.37,146507.0,2.29,24.55,24.55,36104.15,50593.04,1629102.77,0.194933,0.11,455.9057,577215.55,0.0906,229854.0,3921941.8435,229853.9396,638751.3558,65.13,0.0,368684.697,147557.0425,287317.4246,1211044.32,0.0,408897.4162,109529.3205,270066.6588
140.97,194.44,146559.5,2.3,24.56,24.56,36116.89,50593.04,1629677.41,0.194933,0.11,456.0665,577418.72,0.0906,229935.0,3923307.3987,229935.0169,638976.665,65.15,0.0,368814.7445,147609.0908,287418.7711,1211471.5,0.0,409041.6481,109567.9552,270161.9204
141.02,194.51,146612.0,2.3,24.57,24.57,36129.62,50593.04,1630252.05,0.194933,0.11,456.2273,577622.82,0.0906,230016.0,3924672.9538,230016.0941,639201.9741,65.18,0.0,368944.7921,147661.1391,287520.1176,1211898.67,0.0,409185.88,109606.5899,270257.182
141.07,194.58,146664.5,2.3,24.57,24.57,36142.36,50593.04,1630826.69,0.194933,0.11,456.3881,577825.99,0.0906,230097.0,3926038.5089,230097.1713,639427.2832,65.2,0.0,369074.8396,147713.1875,287621.4642,1212325.85,0.0,409330.1119,109645.2246,270352.4436
141.12,194.65,146717.0,2.3,24.58,24.58,36155.09,50593.04,1631401.33,0.194933,0.11,456.549,578030.09,0.0906,230178.0,3927404.0641,230178.2486,639652.5923,65.22,0.0,369204.8871,147765.2358,287722.8107,1212753.02,0.0,409474.3438,109683.8593,270447.7053
103.59,142.88,107696.5,1.69,18.04,18.04,26540.06,50593.04,1197548.56,0.194933,0.08,335.1349,424308.92,0.0906,168965.0,2896409.9383,168964.9419,469544.2066,47.88,0.0,271019.0154,108468.7395,211206.1773,890235.05,0.0,300579.2647,80514.6751,198525.1912
141.17,194.71,146764.5,2.3,24.59,24.59,36167.83,50593.04,1631975.97,0.194933,0.11,456.7098,578233.26,0.0906,230259.0,3928769.6192,230259.3258,639877.9014,65.24,0.0,369334.9346,147817.2842,287824.1572,1213180.2,0.0,409618.5757,109722.4939,270542.9669
141.22,194.78,146817.0,2.3,24.6,24.6,36180.56,50593.04,1632550.61,0.194933,0.11,456.8706,578437.36,0.0906,230340.0,3930135.1743,230340.403,640103.2106,65.27,0.0,369464.9821,147869.3325,287925.5038,1213607.38,0.0,409762.8076,109761.1286,270638.2285
141.27,194.85,146869.5,2.3,24.61,24.61,36193.3,50593.04,1633125.25,0.194933,0.11,457.0314,578640.53,0.0906,230421.0,3931500.7295,230421.4802,640328.5197,65.29,0.0,369595.0296,147921.3808,288026.8503,1214034.55,0.0,409907.0395,109799.7633,270733.4901
141.32,194.92,146922.0,2.3,24.62,24.62,36206.03,50593.04,1633699.89,0.194933,0.11,457.1922,578843.7,0.0906,230503.0,3932866.2846,230502.5575,640553.8288,65.31,0.0,369725.0771,147973.4292,288128.1968,1214461.73,0.0,410051.2713,109838.398,270828.7517
141.37,194.99,146974.5,2.3,24.63,24.63,36218.77,50593.04,1634274.53,0.194933,0.11,457.353,579047.8,0.0906,230584.0,3934231.8397,230583.6347,640779.1379,65.34,0.0,369855.1246,148025.4775,288229.5434,1214888.9,0.0,410195.5032,109877.0327,270924.0133
141.42,195.06,147027.0,2.3,24.63,24.63,36231.51,50593.04,1634849.16,0.194933,0.11,457.5138,579250.96,0.0906,230665.0,3935597.3949,230664.7119,641004.447,65.36,0.0,369985.1721,148077.5259,288330.8899,1215316.08,0.0,410339.7351,109915.6674,271019.2749
141.47,195.12,147074.5,2.3,24.64,24.64,36244.24,50593.04,1635423.8,0.194933,0.11,457.6746,579455.07,0.0906,230746.0,3936962.95,230745.7891,641229.7562,65.38,0.0,370115.2197,148129.5742,288432.2364,1215743.26,0.0,410483.967,109954.302,271114.5365
141.52,195.19,147127.0,2.3,24.65,24.65,36256.98,50593.04,1635998.44,0.194933,0.11,457.8355,579658.23,0.0906,230827.0,3938328.5051,230826.8664,641455.0653,65.41,0.0,370245.2672,148181.6225,288533.583,1216170.43,0.0,410628.1989,109992.9367,271209.7981
141.57,195.26,147179.5,2.3,24.66,24.66,36269.71,50593.04,1636573.08,0.194933,0.11,457.9963,579862.34,0.0906,230908.0,3939694.0603,230907.9436,641680.3744,65.43,0.0,370375.3147,148233.6709,288634.9295,1216597.61,0.0,410772.4308,110031.5714,271305.0597
141.62,195.33,147232.0,2.31,24.67,24.67,36282.45,50593.04,1637147.72,0.194933,0.11,458.1571,580065.5,0.0906,230989.0,3941059.6154,230989.0208,641905.6835,65.45,0.0,370505.3622,148285.7192,288736.276,1217024.79,0.0,410916.6627,110070.2061,271400.3213
103.64,142.95,107749.0,1.69,18.05,18.05,26552.79,50593.04,1198123.2,0.194933,0.08,335.2957,424513.03,0.0906,169046.0,2897775.4934,169046.0191,469769.5157,47.9,0.0,271149.0629,108520.7878,211307.5239,890662.22,0.0,300723.4966,80553.3098,198620.4528
141.67,195.4,147284.5,2.31,24.68,24.68,36295.18,50593.04,1637722.36,0.194933,0.11,458.3179,580269.61,0.0906,231070.0,3942425.1705,231070.0981,642130.9927,65.47,0.0,370635.4097,148337.7676,288837.6226,1217451.96,0.0,411060.8946,110108.8408,271495.5829
141.72,195.47,147337.0,2.31,24.69,24.69,36307.92,50593.04,1638297.0,0.194933,0.11,458.4787,580472.77,0.0906,231151.0,3943790.7257,231151.1753,642356.3018,65.5,0.0,370765.4572,148389.8159,288938.9691,1217879.14,0.0,411205.1265,110147.4754,271590.8445
141.77,195.54,147389.5,2.31,24.69,24.69,36320.65,50593.04,1638871.64,0.194933,0.11,458.6395,580676.87,0.0906,231232.0,3945156.2808,231232.2525,642581.6109,65.52,0.0,370895.5047,148441.8642,289040.3156,1218306.31,0.0,411349.3584,110186.1101,271686.1062
141.82,195.6,147437.0,2.31,24.7,24.7,36333.39,50593.04,1639446.28,0.194933,0.11,458.8003,580880.04,0.0906,231313.0,3946521.8359,231313.3297,642806.92,65.54,0.0,371025.5522,148493.9126,289141.6622,1218733.49,0.0,411493.5903,110224.7448,271781.3678
141.87,195.67,147489.5,2.31,24.71,24.71,36346.12,50593.04,1640020.92,0.194933,0.11,458.9612,581084.14,0.0906,231394.0,3947887.3911,231394.407,643032.2291,65.57,0.0,371155.5998,148545.9609,289243.0087,1219160.67,0.0,411637.8222,110263.3795,271876.6294
141.92,195.74,147542.0,2.31,24.72,24.72,36358.86,50593.04,1640595.56,0.194933,0.11,459.122,581287.31,0.0906,231475.0,3949252.9462,231475.4842,643257.5383,65.59,0.0,371285.6473,148598.0092,289344.3552,1219587.84,0.0,411782.0541,110302.0142,271971.891
141.97,195.81,147594.5,2.31,24.73,24.73,36371.59,50593.04,1641170.2,0.194933,0.11,459.2828,581491.41,0.0906,231557.0,3950618.5013,231556.5614,643482.8474,65.61,0.0,371415.6948,148650.0576,289445.7018,1220015.02,0.0,411926.286,110340.6488,272067.1526
142.02,195.88,147647.0,2.31,24.74,24.74,36384.33,50593.04,1641744.84,0.194933,0.11,459.4436,581694.58,0.0906,231638.0,3951984.0565,231637.6386,643708.1565,65.63,0.0,371545.7423,148702.1059,289547.0483,1220442.19,0.0,412070.5178,110379.2835,272162.4142
142.07,195.95,147699.5,2.31,24.75,24.75,36397.06,50593.04,1642319.48,0.194933,0.11,459.6044,581897.75,0.0906,231719.0,3953349.6116,231718.7159,643933.4656,65.66,0.0,371675.7898,148754.1543,289648.3948,1220869.37,0.0,412214.7497,110417.9182,272257.6758
142.11,196.02,147748.5,2.31,24.76,24.76,36409.8,50593.04,1642894.12,0.194933,0.11,459.7652,582101.85,0.0906,231800.0,3954715.1667,231799.7931,644158.7747,65.68,0.0,371805.8373,148806.2026,289749.7414,1221296.55,0.0,412358.9816,110456.5529,272352.9374
103.69,143.02,107801.5,1.69,18.06,18.06,26565.53,50593.04,1198697.84,0.194933,0.08,335.4565,424716.19,0.0906,169127.0,2899141.0485,169127.0963,469994.8248,47.92,0.0,271279.1104,108572.8362,211408.8704,891089.4,0.0,300867.7285,80591.9445,198715.7144
142.16,196.08,147796.0,2.31,24.76,24.76,36422.53,50593.04,1643468.76,0.194933,0.11,459.926,582305.02,0.0906,231881.0,3956080.7219,231880.8703,644384.0839,65.7,0.0,371935.8848,148858.2509,289851.0879,1221723.72,0.0,412503.2135,110495.1876,272448.199
142.21,196.15,147848.5,2.32,24.77,24.77,36435.27,50593.04,1644043.4,0.194933,0.11,460.0868,582509.12,0.0906,231962.0,3957446.277,231961.9476,644609.393,65.73,0.0,372065.9323,148910.2993,289952.4344,1222150.9,0.0,412647.4454,110533.8222,272543.4606
142.26,196.22,147901.0,2.32,24.78,24.78,36448.0,50593.04,1644618.04,0.194933,0.11,460.2477,582712.28,0.0906,232043.0,3958811.8321,232043.0248,644834.7021,65.75,0.0,372195.9799,148962.3476,290053.781,1222578.08,0.0,412791.6773,110572.4569,272638.7222
142.31,196.29,147953.5,2.32,24.79,24.79,36460.74,50593.04,1645192.67,0.194933,0.11,460.4085,582916.39,0.0906,232124.0,3960177.3873,232124.102,645060.0112,65.77,0.0,372326.0274,149014.396,290155.1275,1223005.25,0.0,412935.9092,110611.0916,272733.9838
142.36,196.36,148006.0,2.32,24.8,24.8,36473.47,50593.04,1645767.31,0.194933,0.11,460.5693,583119.55,0.0906,232205.0,3961542.9424,232205.1792,645285.3203,65.8,0.0,372456.0749,149066.4443,290256.474,1223432.43,0.0,413080.1411,110649.7263,272829.2455
142.41,196.43,148058.5,2.32,24.81,24.81,36486.21,50593.04,1646341.95,0.194933,0.11,460.7301,583323.66,0.0906,232286.0,3962908.4975,232286.2565,645510.6295,65.82,0.0,372586.1224,149118.4926,290357.8206,1223859.6,0.0,413224.373,110688.361,272924.5071
142.46,196.5,148111.0,2.32,24.82,24.82,36498.94,50593.04,1646916.59,0.194933,0.11,460.8909,583526.82,0.0906,232367.0,3964274.0527,232367.3337,645735.9386,65.84,0.0,372716.1699,149170.541,290459.1671,1224286.78,0.0,413368.6049,110726.9957,273019.7687
142.51,196.56,148158.5,2.32,24.82,24.82,36511.68,50593.04,1647491.23,0.194933,0.11,461.0517,583730.93,0.0906,232448.0,3965639.6078,232448.4109,645961.2477,65.86,0.0,372846.2174,149222.5893,290560.5136,1224713.96,0.0,413512.8368,110765.6303,273115.0303
142.56,196.63,148211.0,2.32,24.83,24.83,36524.41,50593.04,1648065.87,0.194933,0.11,461.2125,583934.09,0.0906,232529.0,3967005.1629,232529.4881,646186.5568,65.89,0.0,372976.2649,149274.6377,290661.8602,1225141.13,0.0,413657.0687,110804.265,273210.2919
142.61,196.7,148263.5,2.32,24.84,24.84,36537.15,50593.04,1648640.51,0.194933,0.11,461.3734,584138.19,0.0906,232611.0,3968370.7181,232610.5654,646411.8659,65.91,0.0,373106.3124,149326.686,290763.2067,1225568.31,0.0,413801.3006,110842.8997,273305.5535
103.74,143.09,107854.0,1.69,18.07,18.07,26578.26,50593.04,1199272.48,0.194933,0.08,335.6174,424920.3,0.0906,169208.0,2900506.6037,169208.1736,470220.1339,47.95,0.0,271409.1579,108624.8845,211510.2169,891516.58,0.0,301011.9604,80630.5792,198810.976
142.66,196.77,148316.0,2.32,24.85,24.85,36549.88,50593.04,1649215.15,0.194933,0.11,461.5342,584341.36,0.0906,232692.0,3969736.2732,232691.6426,646637.1751,65.93,0.0,373236.36,149378.7343,290864.5533,1225995.48,0.0,413945.5325,110881.5344,273400.8151
142.71,196.84,148368.5,2.32,24.86,24.86,36562.62,50593.04,1649789.79,0.194933,0.11,461.695,584545.46,0.0906,232773.0,3971101.8283,232772.7198,646862.4842,65.96,0.0,373366.4075,149430.7827,290965.8998,1226422.66,0.0,414089.7643,110920.1691,273496.0767
142.76,196.91,148421.0,2.32,24.87,24.87,36575.35,50593.04,1650364.43,0.194933,0.11,461.8558,584748.63,0.0906,232854.0,3972467.3835,232853.7971,647087.7933,65.98,0.0,373496.455,149482.831,291067.2463,1226849.84,0.0,414233.9962,110958.8037,273591.3383
142.81,196.98,148473.5,2.33,24.88,24.88,36588.09,50593.04,1650939.07,0.194933,0.11,462.0166,584951.8,0.0906,232935.0,3973832.9386,232934.8743,647313.1024,66.0,0.0,373626.5025,149534.8794,291168.5929,1227277.01,0.0,414378.2281,110997.4384,273686.5999
142.86,197.04,148521.0,2.33,24.89,24.89,36600.82,50593.04,1651513.71,0.194933,0.11,462.1774,585155.9,0.0906,233016.0,3975198.4937,233015.9515,647538.4115,66.03,0.0,373756.55,149586.9277,291269.9394,1227704.19,0.0,414522.46,111036.0731,273781.8615
142.91,197.11,148573.5,2.33,24.89,24.89,36613.56,50593.04,1652088.35,0.194933,0.11,462.3382,585359.07,0.0906,233097.0,3976564.0489,233097.0287,647763.7207,66.05,0.0,373886.5975,149638.976,291371.2859,1228131.36,0.0,414666.6919,111074.7078,273877.1231
142.96,197.18,148626.0,2.33,24.9,24.9,36626.29,50593.04,1652662.99,0.194933,0.11,462.499,585563.17,0.0906,233178.0,3977929.604,233178.106,647989.0298,66.07,0.0,374016.645,149691.0244,291472.6325,1228558.54,0.0,414810.9238,111113.3425,273972.3848
143.01,197.25,148678.5,2.33,24.91,24.91,36639.03,50593.04,1653237.63,0.194933,0.11,462.6599,585766.33,0.0906,233259.0,3979295.1591,233259.1832,648214.3389,66.09,0.0,374146.6925,149743.0727,291573.979,1228985.72,0.0,414955.1557,111151.9771,274067.6464
143.06,197.32,148731.0,2.33,24.92,24.92,36651.77,50593.04,1653812.27,0.194933,0.11,462.8207,585970.44,0.0906,233340.0,3980660.7143,233340.2604,648439.648,66.12,0.0,374276.7401,149795.1211,291675.3255,1229412.89,0.0,415099.3876,111190.6118,274162.908
143.11,197.39,148783.5,2.33,24.93,24.93,36664.5,50593.04,1654386.91,0.194933,0.11,462.9815,586173.6,0.0906,233421.0,3982026.2694,233421.3376,648664.9571,66.14,0.0,374406.7876,149847.1694,291776.6721,1229840.07,0.0,415243.6195,111229.2465,274258.1696
103.79,143.16,107906.5,1.69,18.08,18.08,26591.0,50593.04,1199847.12,0.194933,0.08,335.7782,425123.46,0.0906,169289.0,2901872.1588,169289.2508,470445.443,47.97,0.0,271539.2054,108676.9329,211611.5635,891943.75,0.0,301156.1923,80669.2139,198906.2376
143.16,197.46,148836.0,2.33,24.94,24.94,36677.24,50593.04,1654961.54,0.194933,0.11,463.1423,586377.71,0.0906,233502.0,3983391.8245,233502.4149,648890.2663,66.16,0.0,374536.8351,149899.2177,291878.0186,1230267.25,0.0,415387.8514,111267.8812,274353.4312
143.21,197.52,148883.5,2.33,24.95,24.95,36689.97,50593.04,1655536.18,0.194933,0.11,463.3031,586580.87,0.0906,233583.0,3984757.3797,233583.4921,649115.5754,66.19,0.0,374666.8826,149951.2661,291979.3651,1230694.42,0.0,415532.0833,111306.5159,274448.6928
143.26,197.59,148936.0,2.33,24.95,24.95,36702.71,50593.04,1656110.82,0.194933,0.11,463.4639,586784.98,0.0906,233665.0,3986122.9348,233664.5693,649340.8845,66.21,0.0,374796.9301,150003.3144,292080.7117,1231121.6,0.0,415676.3152,111345.1505,274543.9544
143.31,197.66,148988.5,2.33,24.96,24.96,36715.44,50593.04,1656685.46,0.194933,0.11,463.6247,586988.14,0.0906,233746.0,3987488.4899,233745.6466,649566.1936,66.23,0.0,374926.9776,150055.3628,292182.0582,1231548.77,0.0,415820.5471,111383.7852,274639.216
143.36,197.73,149041.0,2.33,24.97,24.97,36728.18,50593.04,1657260.1,0.194933,0.11,463.7856,587192.24,0.0906,233827.0,3988854.0451,233826.7238,649791.5027,66.26,0.0,375057.0251,150107.4111,292283.4047,1231975.95,0.0,415964.779,111422.4199,274734.4776
143.41,197.8,149093.5,2.33,24.98,24.98,36740.91,50593.04,1657834.74,0.194933,0.11,463.9464,587395.41,0.0906,233908.0,3990219.6002,233907.801,650016.8119,66.28,0.0,375187.0726,150159.4594,292384.7513,1232403.13,0.0,416109.0108,111461.0546,274829.7392
143.46,197.87,149146.0,2.34,24.99,24.99,36753.65,50593.04,1658409.38,0.194933,0.11,464.1072,587599.51,0.0906,233989.0,3991585.1553,233988.8782,650242.121,66.3,0.0,375317.1201,150211.5078,292486.0978,1232830.3,0.0,416253.2427,111499.6893,274925.0008
143.51,197.94,149198.5,2.34,25.0,25.0,36766.38,50593.04,1658984.02,0.194933,0.11,464.268,587802.68,0.0906,234070.0,3992950.7105,234069.9555,650467.4301,66.32,0.0,375447.1677,150263.5561,292587.4443,1233257.48,0.0,416397.4746,111538.324,275020.2624
143.56,198.0,149246.0,2.34,25.01,25.01,36779.12,50593.04,1659558.66,0.194933,0.11,464.4288,588005.85,0.0906,234151.0,3994316.2656,234151.0327,650692.7392,66.35,0.0,375577.2152,150315.6045,292688.7909,1233684.65,0.0,416541.7065,111576.9586,275115.524
143.61,198.07,149298.5,2.34,25.02,25.02,36791.85,50593.04,1660133.3,0.194933,0.11,464.5896,588209.95,0.0906,234232.0,3995681.8207,234232.1099,650918.0483,66.37,0.0,375707.2627,150367.6528,292790.1374,1234111.83,0.0,416685.9384,111615.5933,275210.7857
103.84,143.22,107954.0,1.69,18.09,18.09,26603.73,50593.04,1200421.76,0.194933,0.08,335.939,425327.57,0.0906,169370.0,2903237.7139,169370.328,470670.7522,47.99,0.0,271669.2529,108728.9812,211712.91,892370.93,0.0,301300.4241,80707.8485,199001.4992
143.66,198.14,149351.0,2.34,25.02,25.02,36804.59,50593.04,1660707.94,0.194933,0.11,464.7504,588413.12,0.0906,234313.0,3997047.3759,234313.1871,651143.3575,66.39,0.0,375837.3102,150419.7011,292891.4839,1234539.01,0.0,416830.1703,111654.228,275306.0473
143.71,198.21,149403.5,2.34,25.03,25.03,36817.32,50593.04,1661282.58,0.194933,0.11,464.9112,588617.22,0.0906,234394.0,3998412.931,234394.2644,651368.6666,66.42,0.0,375967.3577,150471.7495,292992.8305,1234966.18,0.0,416974.4022,111692.8627,275401.3089
143.76,198.28,149456.0,2.34,25.04,25.04,36830.06,50593.04,1661857.22,0.194933,0.11,465.0721,588820.39,0.0906,234475.0,3999778.4861,234475.3416,651593.9757,66.44,0.0,376097.4052,150523.7978,293094.177,1235393.36,0.0,417118.6341,111731.4974,275496.5705
143.8,198.35,149505.0,2.34,25.05,25.05,36842.79,50593.04,1662431.86,0.194933,0.11,465.2329,589024.49,0.0906,234556.0,4001144.0413,234556.4188,651819.2848,66.46,0.0,376227.4527,150575.8461,293195.5235,1235820.54,0.0,417262.866,111770.132,275591.8321
143.85,198.42,149557.5,2.34,25.06,25.06,36855.53,50593.04,1663006.5,0.194933,0.11,465.3937,589227.65,0.0906,234637.0,4002509.5964,234637.4961,652044.5939,66.48,0.0,376357.5002,150627.8945,293296.8701,1236247.71,0.0,417407.0979,111808.7667,275687.0937
143.9,198.48,149605.0,2.34,25.07,25.07,36868.26,50593.04,1663581.14,0.194933,0.11,465.5545,589431.76,0.0906,234719.0,4003875.1515,234718.5733,652269.9031,66.51,0.0,376487.5478,150679.9428,293398.2166,1236674.89,0.0,417551.3298,111847.4014,275782.3553
143.95,198.55,149657.5,2.34,25.08,25.08,36881.0,50593.04,1664155.78,0.194933,0.11,465.7153,589634.92,0.0906,234800.0,4005240.7067,234799.6505,652495.2122,66.53,0.0,376617.5953,150731.9912,293499.5631,1237102.06,0.0,417695.5617,111886.0361,275877.6169
144.0,198.62,149710.0,2.34,25.08,25.08,36893.73,50593.04,1664730.41,0.194933,0.11,465.8761,589839.03,0.0906,234881.0,4006606.2618,234880.7277,652720.5213,66.55,0.0,376747.6428,150784.0395,293600.9097,1237529.24,0.0,417839.7936,111924.6708,275972.8785
144.05,198.69,149762.5,2.35,25.09,25.09,36906.47,50593.04,1665305.05,0.194933,0.11,466.0369,590042.19,0.0906,234962.0,4007971.8169,234961.805,652945.8304,66.58,0.0,376877.6903,150836.0878,293702.2562,1237956.42,0.0,417984.0255,111963.3054,276068.1401
144.1,198.76,149815.0,2.35,25.1,25.1,36919.2,50593.04,1665879.69,0.194933,0.11,466.1977,590246.3,0.0906,235043.0,4009337.3721,235042.8822,653171.1395,66.6,0.0,377007.7378,150888.1362,293803.6027,1238383.59,0.0,418128.2573,112001.9401,276163.4017
99.86,137.74,103821.0,1.63,17.4,17.4,25584.92,50593.04,1154450.61,0.194933,0.08,323.0739,409038.67,0.0906,162884.0,2793993.3033,162884.1498,452646.0225,46.15,0.0,261265.452,104565.114,203605.1873,858196.84,0.0,289761.8727,77617.0741,191380.5706
103.89,143.29,108006.5,1.69,18.1,18.1,26616.47,50593.04,1200996.4,0.194933,0.08,336.0998,425530.73,0.0906,169451.0,2904603.2691,169451.4052,470896.0613,48.01,0.0,271799.3005,108781.0295,211814.2565,892798.11,0.0,301444.656,80746.4832,199096.7608
